Rk,School,G,W,L,W-L%,SRS,SOS,,W,L,,W,L,,W,L,,Tm.,Opp.,,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
119,Illinois,27,7,20,0.259,-2.52,7.55,,1,13,,6,10,,1,10,,1738,2010,,74.3,86.7,0.283,0.307,0.476,49.3,53,9,8.6,0.447,19.6,29.6,0.187
120,Illinois State NCAA,33,19,14,0.576,2.3,2.62,,12,6,,9,6,,10,8,,2145,2064,,66.6,97.5,0.32,0.297,0.527,51.1,46.5,8,9.1,0.486,17.2,26.1,0.242
121,Illinois-Chicago,27,2,25,0.074,-17.72,-3.16,,1,20,,1,12,,1,13,,1431,1824,,70,75.3,0.384,0.288,0.443,42.5,53.4,12.3,7.8,0.399,21.9,22.6,0.249
122,Incarnate Word NCAA,30,13,17,0.433,-16.81,-13.28,,5,9,,8,6,,4,11,,1732,1490,,62.4,91.4,0.305,0.286,0.453,53.9,49.9,13,8.8,0.413,19.9,35.2,0.211
123,Indiana NCAA,33,24,9,0.727,24.22,14.68,,11,5,,15,3,,9,6,,2353,2038,,71.7,98.8,0.306,0.252,0.533,50.8,52.9,9.1,7.7,0.496,16,23.5,0.229
124,Indiana State,31,11,20,0.355,-3.08,0.42,,5,13,,5,10,,6,10,,1984,2001,,69,92.7,0.247,0.239,0.49,51.8,50.7,14.6,5.9,0.462,19.5,35.3,0.172
125,Iona,27,11,16,0.407,-10.72,-8.2,,8,12,,7,7,,4,9,,1521,1589,,68.4,82,0.197,0.349,0.478,46.9,61.1,10.9,7,0.461,22.3,23.8,0.123
126,Iowa NCAA,32,24,8,0.75,26.07,12.07,,14,4,,15,5,,9,3,,2695,2247,,76.9,109.1,0.29,0.343,0.602,52.1,63.5,9.3,7.7,0.562,16.8,24.3,0.245
127,Iowa State NCAA,35,28,7,0.8,26.26,13.63,,14,4,,19,4,,9,3,,2673,2231,,71.9,105.8,0.271,0.433,0.555,53.6,52.4,7.3,8.8,0.517,14.9,26.8,0.22
128,IUPUI NCAA,29,24,5,0.828,10.96,-3.08,,18,2,,14,2,,10,3,,2044,1637,,68.5,101.9,0.252,0.388,0.552,56.6,57.4,8.1,7.7,0.525,18.5,31.8,0.188
129,Jackson State NCAA,30,23,7,0.767,5.91,-11.03,,18,0,,14,0,,9,7,,2386,1878,,77.6,102.4,0.385,0.216,0.515,58.4,49.1,11.2,11.3,0.477,16.5,41.4,0.265
130,Jacksonville,29,16,13,0.552,-7.45,-4.05,,8,8,,11,4,,5,9,,1737,1505,,65.7,91.1,0.301,0.273,0.462,52.9,47.8,15.3,13.4,0.425,19.5,31.6,0.205
131,Jacksonville State,32,24,8,0.75,-1.79,-6.89,,13,3,,16,1,,8,7,,2119,1786,,68.4,96.8,0.266,0.34,0.476,53.2,43.2,9.9,2.6,0.444,14.3,30.8,0.185
132,James Madison,29,14,15,0.483,-2,-0.97,,10,8,,8,7,,6,8,,1843,1873,,70.7,89.1,0.326,0.318,0.472,52.5,41.3,8.3,6,0.426,18.5,32.5,0.239
133,Kansas NCAA,31,21,10,0.677,19.9,13.32,,11,7,,13,5,,8,5,,2226,2022,,76.8,93.1,0.351,0.28,0.528,50.8,50.6,10.3,13.8,0.483,19.9,25.1,0.264
134,Kansas City,32,23,9,0.719,2.45,-0.36,,12,6,,16,2,,7,7,,2291,2019,,68,104.5,0.272,0.336,0.526,56,56,9.7,7.1,0.489,16.6,34.2,0.209
135,Kansas State NCAA,33,20,13,0.606,19.55,14.1,,9,9,,14,3,,6,10,,2181,2001,,71.8,91.4,0.284,0.328,0.495,50,69,10.3,12.6,0.454,16.6,24.6,0.216
136,Kennesaw State,28,9,19,0.321,-10.41,-2.89,,5,11,,7,8,,2,11,,1688,1791,,69.1,86.8,0.293,0.274,0.466,48.7,48.6,10.9,6.6,0.433,19.2,29.3,0.196
137,Kent State,31,19,12,0.613,4.36,1.12,,10,10,,11,4,,8,8,,2118,1834,,67.3,101.5,0.27,0.397,0.511,56.3,51.1,9,7.8,0.478,16.7,34.8,0.197
138,Kentucky NCAA,31,19,12,0.613,20.09,13.58,,8,8,,12,6,,7,6,,2237,2035,,73.6,97.7,0.26,0.275,0.506,49.7,57,10.8,12,0.477,16,31.2,0.182
139,La Salle,28,16,12,0.571,0.7,-1.13,,9,6,,10,6,,6,6,,1830,1779,,70.8,91.9,0.253,0.449,0.489,46.4,61.6,13.1,7.4,0.454,17.3,27.4,0.188
140,Lafayette,30,12,18,0.4,-10.38,-6.35,,7,11,,7,8,,5,10,,1636,1757,,66.2,82.1,0.19,0.259,0.451,50.5,49.9,8.3,10.3,0.428,20.3,30,0.128
141,Lamar,29,14,15,0.483,-6.46,-4.72,,8,10,,10,6,,4,9,,1816,1623,,64.1,96.1,0.343,0.308,0.5,53.6,60,10.9,7.4,0.465,19.6,32,0.234
142,Lehigh,30,19,11,0.633,0.16,-7.4,,11,7,,13,3,,6,8,,2070,1769,,71.6,96.4,0.184,0.469,0.51,51.1,60.4,9.8,10,0.485,16.3,25,0.138
143,Liberty,33,28,5,0.848,6.09,-4.02,,14,2,,16,2,,12,3,,2162,1619,,63.1,103.4,0.268,0.31,0.519,62.5,63.2,9,12.2,0.494,19,42.2,0.183
144,Lipscomb,30,10,20,0.333,-12.91,-1.76,,5,11,,7,8,,3,12,,1787,1769,,65.1,91.1,0.217,0.405,0.481,50.9,49.3,7.7,10.8,0.453,19.2,22,0.155
145,Little Rock,27,17,10,0.63,-0.98,-2.26,,8,4,,9,4,,8,6,,1644,1468,,66.3,90.5,0.24,0.235,0.464,53.1,56.3,11.5,9.4,0.438,18.7,32.6,0.159
146,Long Beach State,28,19,9,0.679,3.01,-1.14,,12,6,,8,5,,11,4,,1734,1542,,67.4,90.6,0.269,0.325,0.473,46.3,60.2,17.6,11.1,0.439,16.3,25.7,0.189
147,Long Island University,27,9,18,0.333,-17.08,-9.78,,9,7,,4,6,,5,12,,1500,1697,,69.6,79.1,0.206,0.319,0.425,49.1,50.5,12.1,9.8,0.404,20.7,32.8,0.125
148,Longwood NCAA,34,22,12,0.647,-4.85,-8.2,,15,3,,11,5,,11,7,,2431,2317,,76.2,93.9,0.279,0.345,0.507,48.2,54.5,13.1,11.3,0.469,18.8,31.6,0.21
149,Louisiana,25,18,7,0.72,-0.43,-5.2,,9,4,,12,3,,6,4,,1672,1260,,64.6,103,0.338,0.217,0.519,53.4,36.8,11.1,7.8,0.487,17.6,27.2,0.232
150,Louisiana State NCAA,32,26,6,0.813,22.39,10.3,,13,3,,18,4,,8,2,,2359,1972,,74.8,98.1,0.313,0.158,0.497,56.1,50.2,11.2,10.2,0.468,14.9,34.6,0.206
151,Louisiana Tech,33,21,12,0.636,2,-2.2,,11,7,,14,3,,7,9,,2214,1829,,66.9,99.6,0.334,0.216,0.512,51.2,47,12.2,8.1,0.467,17.3,28.6,0.254
152,Louisiana-Monroe,29,4,25,0.138,-22.15,-6.3,,0,14,,4,14,,0,11,,1683,1808,,68.4,84.5,0.312,0.187,0.428,52.1,47.1,12.3,8,0.389,20.6,35.6,0.205
153,Louisville NCAA,34,29,5,0.853,30.37,14.22,,15,2,,18,1,,11,4,,2441,1892,,70.5,101.5,0.209,0.27,0.526,53.8,53.9,14.3,12.1,0.503,16.6,34.9,0.15
154,Loyola (IL),30,18,12,0.6,2.8,-0.17,,10,8,,11,3,,7,9,,1792,1610,,67,89.2,0.244,0.323,0.476,52.2,57.5,9.4,10.5,0.446,17.6,26,0.171
155,Loyola (MD),29,5,24,0.172,-15.15,-7.32,,2,16,,5,9,,0,15,,1559,1786,,64.5,83,0.239,0.254,0.462,49.8,55.3,10.2,2.7,0.426,20.4,29,0.175
156,Loyola Marymount,30,11,19,0.367,-4.95,3.22,,4,13,,4,6,,7,13,,1777,1789,,66.9,88.1,0.294,0.309,0.482,51.8,55.7,11.3,6.6,0.446,21.9,29.3,0.206
157,Maine,32,20,12,0.625,-5.41,-7.01,,15,3,,9,8,,11,4,,1867,1816,,65.5,87.7,0.172,0.374,0.478,47.9,62.8,13.1,7.2,0.459,17.3,23.7,0.116
158,Manhattan,32,21,11,0.656,-3.29,-8.2,,14,6,,12,3,,9,8,,2118,1961,,73.2,89.7,0.279,0.265,0.474,56.9,48.8,10.7,8.7,0.438,19.9,37.7,0.199
159,Marist,29,8,21,0.276,-13.21,-5.63,,6,14,,6,8,,2,13,,1528,1748,,69.4,75.6,0.254,0.334,0.419,43.6,57.2,12.1,9.7,0.383,18.9,23,0.173
160,Marquette,34,23,11,0.676,12.38,5.65,,13,7,,15,4,,8,7,,2283,2054,,70.3,94.5,0.233,0.166,0.491,57.1,67.3,9.8,7.6,0.464,17.4,36.8,0.163
161,Marshall,28,15,13,0.536,-0.82,-1.09,,10,8,,9,4,,6,9,,1782,1579,,65.9,95.7,0.29,0.377,0.468,50.7,51.4,11.5,6.9,0.43,15.2,31.7,0.205
162,Maryland NCAA,32,23,9,0.719,25.72,14.12,,13,4,,16,3,,7,6,,2521,2150,,73.7,106.5,0.285,0.285,0.526,52.7,53.1,12.5,8,0.489,14.2,36.7,0.216
163,Maryland-Baltimore County,26,3,23,0.115,-21.82,-8.3,,2,14,,1,9,,2,14,,1407,1666,,65.9,82.1,0.248,0.256,0.448,46.7,48.3,11.7,2.6,0.408,20.5,27.1,0.185
164,Maryland-Eastern Shore,28,12,16,0.429,-17.4,-13.76,,7,7,,7,7,,5,9,,1773,1631,,68.8,92.1,0.317,0.263,0.448,56,52.9,11.7,8.2,0.415,18.4,41.4,0.201
165,Massachusetts NCAA,33,26,7,0.788,12.98,2.89,,11,4,,14,4,,12,3,,2367,2034,,70.5,101.3,0.257,0.296,0.513,55.6,53.3,11,7.3,0.488,15.7,37.3,0.177
166,Massachusetts-Lowell,27,11,16,0.407,-13.2,-8.17,,8,9,,6,7,,5,9,,1507,1643,,68.5,81.5,0.262,0.298,0.464,48.8,50.9,10.6,7,0.433,22.1,28.2,0.178
167,McNeese State,28,13,15,0.464,-17.58,-9.94,,8,6,,8,4,,5,10,,1268,,,,,0.246,0.299,0.511,,56.8,,,0.487,16.7,,0.168
168,Memphis,28,16,12,0.571,1.85,0.85,,6,9,,11,4,,5,8,,1745,1717,,69.6,89.1,0.333,0.29,0.47,53.8,48.4,9.6,9.4,0.425,18.5,36,0.238
169,Mercer NCAA,30,23,7,0.767,1.7,-5.83,,13,1,,13,3,,10,4,,1933,1707,,70.8,90.6,0.259,0.183,0.482,49.3,47.4,10.6,10.5,0.451,16.3,28.7,0.18
170,Merrimack,26,9,17,0.346,-17.21,-10.79,,5,11,,6,6,,3,11,,1668,1835,,72.1,87.7,0.243,0.328,0.482,48.3,55.4,9,4.6,0.462,19.5,28.5,0.152
171,Miami (FL) NCAA,34,21,13,0.618,16.72,14.22,,10,8,,14,5,,7,8,,2070,1985,,70.4,86.5,0.249,0.352,0.481,50.4,57.7,12.9,8.8,0.451,20.3,29.4,0.173
172,Miami (OH),29,8,21,0.276,-4.3,0.5,,4,16,,5,9,,3,12,,1954,2093,,76.6,87.9,0.199,0.322,0.479,49.1,52.3,12.6,6.7,0.45,19.8,29.9,0.147
173,Michigan NCAA,32,25,7,0.781,23.74,12.68,,13,4,,19,1,,6,6,,2287,1933,,70.4,100,0.336,0.258,0.53,57.7,52.9,9.7,6.7,0.488,18.5,37.4,0.251
174,Michigan State,30,15,15,0.5,12.37,8.9,,8,9,,11,6,,4,9,,2118,2014,,71.2,98.3,0.306,0.31,0.523,53.1,66.8,10.2,9.2,0.487,17.7,33.1,0.224
175,Middle Tennessee,35,27,8,0.771,12.09,1.32,,14,4,,17,2,,10,6,,2395,2018,,68.9,97.9,0.217,0.481,0.515,50.1,52.1,12.8,10.5,0.487,15.7,28.2,0.162
176,Milwaukee,30,14,16,0.467,-3.12,-2.62,,12,9,,8,6,,6,10,,1759,1774,,67.1,87.1,0.228,0.328,0.486,52.8,61.2,10.7,9.4,0.448,21,31.4,0.182
177,Minnesota,33,15,18,0.455,9.4,11.46,,7,11,,10,8,,5,10,,2300,2368,,72.3,96,0.258,0.362,0.512,50.2,55.2,8.8,8.2,0.476,16.8,29.2,0.196
178,Mississippi NCAA,32,23,9,0.719,21.51,11.14,,10,6,,13,6,,10,3,,2142,1810,,70.9,94.4,0.305,0.188,0.479,54.8,55.9,12.8,10.9,0.447,16.2,36.2,0.204
179,Mississippi State,29,15,14,0.517,13.34,10.17,,6,10,,12,5,,3,9,,2063,1916,,71.7,99.2,0.245,0.329,0.498,47.6,47.6,12.6,11.9,0.479,13.3,28.4,0.155
180,Mississippi Valley State,26,4,22,0.154,-25.3,-11.8,,3,14,,2,9,,2,13,,1656,2007,,80.3,78.6,0.285,0.356,0.419,46.2,57.1,11.9,4.5,0.386,19.8,31.8,0.18
181,Missouri,31,18,13,0.581,14.06,10.96,,7,9,,11,5,,7,8,,2187,2091,,69.2,99.9,0.279,0.371,0.553,50.8,52.7,8,5,0.524,17.8,24.7,0.204
182,Missouri State NCAA,33,25,8,0.758,15.18,5.65,,14,4,,16,2,,9,6,,2138,1752,,69.7,93,0.311,0.246,0.449,56.5,54,13.2,14.4,0.402,15,37.9,0.228
183,Monmouth,30,14,16,0.467,-10.71,-8.34,,9,11,,8,7,,6,9,,1776,1847,,72.2,81.3,0.223,0.365,0.457,50.6,58,9.8,8.3,0.431,22.1,29.8,0.149
184,Montana,30,19,11,0.633,1.29,-4.99,,12,8,,13,3,,6,8,,2038,1772,,69.2,97.4,0.304,0.306,0.511,55.7,51.8,7.7,11.9,0.474,17,29.9,0.221
185,Montana State NCAA,35,22,13,0.629,-0.05,-0.75,,14,6,,16,3,,6,10,,2417,2243,,69.3,98.5,0.29,0.364,0.48,49.7,52.5,13.2,6.1,0.433,13.7,31.1,0.226
186,Morehead State,28,1,27,0.036,-24.82,-2.93,,0,18,,1,12,,0,15,,1470,1989,,67.9,77.3,0.202,0.382,0.432,45,49.3,10.2,8.6,0.404,21.2,24.9,0.137
187,Morgan State,26,18,8,0.692,-11.65,-13.48,,11,3,,10,1,,8,7,,1645,1441,,69.5,90.6,0.272,0.255,0.442,53.7,44.1,16,7.5,0.408,18.1,41.1,0.183
188,Mount St. Mary's NCAA,29,16,13,0.552,-10.63,-10.95,,11,5,,11,4,,5,9,,1851,1740,,68.5,93.1,0.267,0.394,0.523,48.2,51.9,10.3,6.3,0.49,20.3,24.8,0.198
189,Murray State,32,22,10,0.688,2.97,-5.76,,13,5,,12,3,,10,7,,2325,1890,,66.4,108.2,0.355,0.276,0.569,58.7,59.6,7.7,5.7,0.523,18.1,33.9,0.284
190,Navy,31,10,21,0.323,-14.26,-6.62,,5,13,,6,11,,4,10,,1708,1945,,68.3,80.6,0.221,0.319,0.43,46,52.7,10.3,6.3,0.402,17.7,26.1,0.147
191,NC State NCAA,36,32,4,0.889,35.12,16.28,,17,1,,23,3,,9,1,,2782,2104,,70.5,108.1,0.231,0.32,0.552,56,48.7,10.4,7.8,0.526,14.5,32.8,0.174
192,Nebraska NCAA,33,24,9,0.727,22.54,9.03,,11,7,,17,2,,7,7,,2568,2066,,73.5,105.8,0.284,0.373,0.54,56.1,61.7,10,9.2,0.511,15.9,33.7,0.204
193,Nevada,33,20,13,0.606,1.87,-0.23,,11,6,,11,6,,9,7,,2199,1978,,66.7,98,0.217,0.321,0.492,51.5,50.8,13.7,5.2,0.455,15.5,31.5,0.176
194,Nevada-Las Vegas NCAA,33,26,7,0.788,9.89,-0.72,,15,3,,16,2,,10,5,,2485,2135,,73.2,102.8,0.311,0.299,0.542,55,54.7,9.3,4.8,0.508,16.7,31.7,0.229
195,New Hampshire,28,7,21,0.25,-17.93,-8.04,,4,12,,6,8,,1,13,,1483,1678,,65.5,80.5,0.304,0.274,0.433,49,52.8,13.3,5.8,0.395,20.9,31.8,0.203
196,New Mexico,36,26,10,0.722,6.62,-1.01,,14,4,,18,4,,8,6,,2757,2325,,72.8,105.2,0.221,0.436,0.553,49.9,58.6,11.5,9.7,0.527,16,25.4,0.167
197,New Mexico State,29,10,19,0.345,-8.82,-4.04,,6,12,,10,5,,0,14,,1869,1794,,68.7,91.8,0.281,0.233,0.458,54.3,46.6,12,5.8,0.424,18,36.6,0.19
198,New Orleans,23,5,18,0.217,-23.86,-8.81,,3,11,,2,7,,3,11,,1252,1373,,68.1,79.5,0.298,0.332,0.426,47.5,55.4,13.5,6.1,0.386,22.2,28.6,0.201
199,Niagara,30,15,15,0.5,-10.62,-7.32,,11,9,,10,4,,5,11,,2096,2195,,81.3,85.2,0.301,0.322,0.456,47.6,51.2,16.2,3.3,0.421,20.3,34.8,0.2
200,Nicholls State,26,4,22,0.154,-24.09,-8.64,,2,12,,2,10,,2,12,,1542,1641,,69.7,84.7,0.311,0.232,0.455,51.3,47.8,11.8,5,0.41,23.3,31.1,0.224
201,NJIT,30,15,15,0.5,-13.51,-10.21,,9,8,,7,6,,8,9,,1701,1800,,67.8,82.7,0.296,0.311,0.477,50,46,7.3,11,0.445,21.6,28.3,0.2
202,Norfolk State,29,17,12,0.586,-8.44,-12.51,,11,3,,11,2,,6,10,,1759,1564,,71.2,85.2,0.306,0.315,0.449,49.5,48.3,17.3,13.4,0.411,19.5,34.4,0.206
203,North Alabama,29,13,16,0.448,-10.52,-5.64,,8,8,,9,7,,4,9,,1997,1775,,67.6,100.2,0.265,0.493,0.528,49.3,64.3,9.9,10.9,0.496,18.9,23.4,0.199
204,North Carolina NCAA,32,25,7,0.781,29.57,12.22,,13,5,,15,2,,10,5,,2339,1784,,74.3,98,0.305,0.278,0.494,54.4,52,12.4,9.7,0.457,15,34,0.217
205,North Carolina A&T,29,14,15,0.483,-8.66,-9.84,,11,7,,8,7,,6,8,,1970,1936,,74.8,90.1,0.275,0.258,0.497,51.1,58.5,11.8,5.7,0.465,20.4,31.4,0.194
206,North Carolina Central,25,5,20,0.2,-24.61,-11.48,,3,11,,4,5,,1,15,,1541,1646,,77.7,79.4,0.36,0.265,0.421,47.6,48.2,14.5,7.6,0.369,21.6,31.4,0.247
207,North Dakota,30,15,15,0.5,-5.37,-1.66,,9,9,,8,5,,7,10,,2017,1952,,70.4,95.2,0.267,0.242,0.485,52.6,49.5,9.3,10,0.441,16.9,31.2,0.211
208,North Dakota State,29,11,18,0.379,-3.67,1.81,,7,11,,7,7,,4,11,,1862,1833,,66.7,96.2,0.332,0.382,0.51,52.1,46.6,9.9,5,0.468,18.6,28.6,0.245
209,North Florida,30,13,17,0.433,-5.68,-3.05,,5,11,,8,5,,5,12,,1967,1737,,68.9,94.4,0.224,0.388,0.517,51.1,58.9,11.4,13.1,0.489,20.7,24.1,0.166
210,North Texas,30,17,13,0.567,4.21,0.63,,10,7,,13,5,,4,8,,1990,1793,,69.8,94.6,0.342,0.294,0.49,52.2,49.4,9.7,6.8,0.456,17.6,32.2,0.229
211,Northeastern,32,14,18,0.438,-4.69,-4.03,,8,10,,10,4,,4,14,,1981,2002,,70.2,87.8,0.238,0.303,0.485,51.6,48.3,11.3,6.3,0.452,21,33.4,0.176
212,Northern Arizona,31,17,14,0.548,-0.09,-1.9,,12,8,,11,6,,6,8,,2258,2202,,75.3,96.3,0.271,0.263,0.522,50.6,55.4,10.6,7.1,0.492,17.6,27.9,0.196
213,Northern Colorado,31,15,16,0.484,-3.22,-3.49,,9,11,,10,4,,5,12,,1921,1831,,66.3,92.3,0.28,0.374,0.507,54.1,57,10.9,7.2,0.469,21.1,31.1,0.211
214,Northern Illinois,29,14,15,0.483,-0.84,1.74,,11,9,,10,5,,4,10,,1933,2008,,71.6,91.8,0.216,0.373,0.489,52.6,47.6,8.7,4.3,0.461,17.4,29.8,0.155
215,Northern Iowa,34,23,11,0.676,12.63,4.03,,13,5,,14,3,,9,8,,2347,1953,,69,100.1,0.265,0.393,0.516,53.2,57.5,9.5,10.3,0.479,15.2,28,0.204
216,Northern Kentucky,29,21,8,0.724,0.36,-6.14,,14,6,,9,4,,12,4,,1918,1664,,68.7,95.9,0.268,0.354,0.497,55,50.9,12,9.7,0.467,17.5,32.9,0.187
217,Northwestern,29,17,12,0.586,13.93,10.9,,8,8,,12,3,,5,9,,1940,1852,,72.1,91.6,0.287,0.319,0.473,48.5,60.7,13.6,13.4,0.437,15.7,29.4,0.201
218,Northwestern State,26,12,14,0.462,-18.59,-13.77,,5,9,,7,6,,5,8,,1655,1293,,65.5,96.2,0.318,0.318,0.461,54.5,48.9,13.4,9.3,0.417,20.4,36.9,0.228
219,Notre Dame NCAA,33,24,9,0.727,25.05,14.05,,12,5,,15,2,,9,7,,2451,2088,,74.5,99,0.239,0.28,0.526,54.1,59.1,11.8,12.7,0.5,16.9,31.8,0.171
220,Oakland,30,15,15,0.5,-4.7,-3.33,,11,9,,7,10,,8,5,,1878,1919,,69.7,89.8,0.273,0.355,0.468,49.7,49.3,10.7,4,0.435,17.9,31.9,0.188
221,Ohio,30,15,15,0.5,2.13,1.92,,9,10,,9,5,,6,10,,2199,2103,,74.7,98.1,0.287,0.419,0.5,47.6,47.4,13,7.3,0.471,14.8,27.1,0.194
222,Ohio State NCAA,32,25,7,0.781,22.03,9.44,,14,4,,16,3,,9,4,,2501,2098,,75.7,103.2,0.277,0.349,0.551,49.2,57.2,11.8,8.5,0.521,15.9,25.8,0.203
223,Oklahoma NCAA,34,25,9,0.735,20.97,15.23,,12,6,,16,4,,9,5,,2808,2613,,83.4,97.9,0.314,0.404,0.545,50,65.4,11.4,6.6,0.507,19.7,28,0.237
224,Oklahoma State,29,9,20,0.31,11.75,15.68,,3,15,,5,9,,4,11,,1672,1786,,72.1,80,0.274,0.299,0.417,48,55.1,12.6,9.4,0.387,16.5,27.2,0.169
225,Old Dominion,34,24,10,0.706,6.11,-0.86,,12,6,,13,5,,11,5,,2169,1869,,69.5,91.8,0.311,0.267,0.466,52.4,49.4,15.2,10.9,0.437,17.4,36,0.196
226,Omaha,26,7,19,0.269,-7.08,2.2,,3,14,,3,9,,4,10,,1488,1633,,67.8,84,0.276,0.265,0.468,48,51.7,11.4,7.4,0.428,20.1,23.3,0.203
227,Oral Roberts,31,16,15,0.516,-2.69,0.38,,10,8,,11,5,,5,10,,2041,1937,,70.6,92.6,0.347,0.297,0.482,51.2,52.1,11.9,8.7,0.434,17.5,26.7,0.255
228,Oregon NCAA,32,20,12,0.625,24.99,15.6,,11,6,,14,6,,6,6,,2283,1866,,67.7,103.3,0.264,0.313,0.518,54.2,55.2,12.4,12.3,0.488,15.7,32.9,0.189
229,Oregon State,31,17,14,0.548,16.04,14.17,,6,9,,14,6,,3,8,,1998,1940,,69.5,92,0.258,0.332,0.507,54.4,62.2,6.9,11.2,0.474,18.4,25.9,0.19
230,Pacific,29,6,23,0.207,-6.01,4.81,,3,14,,5,8,,1,15,,1979,2031,,74.4,91.4,0.287,0.31,0.481,47.4,57.3,10.3,4.7,0.447,19,25.5,0.198
231,Penn State,29,11,18,0.379,4.9,9.21,,5,13,,8,7,,3,11,,2047,2172,,75.4,93.6,0.238,0.347,0.514,45.1,51.8,12.7,10.3,0.483,17.9,25.4,0.178
232,Pennsylvania,26,12,14,0.462,-1.78,-2.74,,7,7,,6,8,,6,6,,1683,1480,,68.3,93.8,0.247,0.361,0.473,52.4,54.7,12,10.9,0.44,17.6,33.8,0.177
233,Pepperdine,25,8,17,0.32,-6.22,1.74,,4,11,,6,7,,2,10,,1489,1625,,69,85.9,0.218,0.27,0.461,49.4,52.9,11,9.8,0.435,19.9,30.8,0.145
234,Pittsburgh,30,11,19,0.367,7.97,11.37,,2,16,,8,8,,3,11,,1850,1952,,73.9,82.8,0.303,0.247,0.441,54,51.1,9.3,12.2,0.409,20.2,36.2,0.192
235,Portland,31,20,11,0.645,11.37,4.55,,8,7,,15,4,,5,7,,2190,1709,,68.3,103.1,0.289,0.33,0.512,55.2,68.8,16,13,0.48,18.4,37.4,0.205
236,Portland State,29,5,24,0.172,-18.75,-3.57,,0,20,,4,11,,1,13,,1725,1975,,68.5,86.9,0.208,0.369,0.458,45.7,53.6,11.8,5.1,0.425,18.2,25.5,0.157
